#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s)
484,What's under your blanket 2 !?,"Apr 18, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),5Wolf,5Wolf
502,Pathfinder Adventures,"Jun 15, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Obsidian Entertainment,Asmodee Digital
508,Holdfast: Nations At War,"Sep 21, 2017",19.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Anvil Game Studios,Anvil Game Studios
531,Mighty Party,"Mar 30, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Panoramik Inc,Panoramik Inc
557,NARUTO: Ultimate Ninja STORM,"Aug 25, 2017",19.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment
569,Cyberhunt,"May 19, 2017",0.99,N/A (N/A),"100,000 .. 200,000",03:34 (01:11),NukGames,NukGames
584,Doodle God Blitz,"Sep 1, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),JoyBits Ltd.,JoyBits Ltd.
587,Karos Returns,"Feb 2, 2017",N/A,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Galaxy Gate,RedFox Games
593,Red Death,"Mar 23, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Panda Indie Studio, WrathSchneider",New Reality Games
605,HellGunner,"May 11, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:31 (00:10),"YarGri, EHTechnology","YarGri, EHTechnology"
635,Project RPG Remastered,"Jan 10, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Acuze Interactives,Displacement Studios
636,rooMaze,"Mar 3, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ChairKilling,Sometimes You
637,Invention,"Jan 11, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Falcoware,Dark Light Studio
645,Last Tale,"Mar 16, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"YarGri, EHTechnology","YarGri, EHTechnology"
652,Desolate Wastes: Vendor Chronicles,"Jul 21, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:31 (00:10),Rotatipyra,New Reality Games
653,Revelation Online,"Feb 27, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Netease Games,MY.GAMES
659,Idle Bouncer,"Sep 27, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Upturn Games,Upturn Games
715,Fruit Arranger,"Jan 23, 2017",0.49,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Mihai Morosanu,Mihai Morosanu
807,Village Story,"Feb 27, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),DGames,Lestyo
835,Hell Girls,"Jan 12, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Athena Works,Paradise Project
842,Zup! 5,"Jun 13, 2017",0.59,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Quiet River,Quiet River
845,SimAirport,"Mar 6, 2017",19.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),LVGameDev LLC,LVGameDev LLC
859,Crisis in the Kremlin,"Mar 20, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:31 (00:10),Kremlingames,Kremlingames
875,Discord Bot Maker,"Aug 21, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Robert Borghese,Robert Borghese
895,Dragon's Sin,"Dec 21, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Fate Dragon Studio,Fate Dragon Studio
909,Formicide,"Jun 12, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Rock Wall Games, LLC","Rock Wall Games, LLC"
972,ZRoll,"Apr 17, 2017",0.49,N/A (N/A),"100,000 .. 200,000",11:21 (03:47),"KxONE, Andrew Drumov, starmops",Bitlock Studio
1014,Last Answer,"Jan 10, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Taste Games,Riviysky
1388,HIVESWAP: Act 1,"Sep 14, 2017",7.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"What Pumpkin Games, Inc.","What Pumpkin Games, Inc."
1406,Yet Another Zombie Defense HD,"Aug 25, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:12 (00:06),Awesome Games Studio,Awesome Games Studio
1424,Crown and Council,"Jan 27, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Mojang,Mojang
1500,UltraGoodness,"Jun 2, 2017",5.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Rasul Mono,Rasul Mono
1531,Mad Dagger,"Apr 1, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),YarGri,YarGri
1565,Cat Goes Platform,"Mar 17, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Void games,!Lim studio
1571,Planet of Mubu,"Apr 1, 2017",5.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Anatoliy Loginovskikh,Zotdinex
1650,BlazBlue Centralfiction,"Apr 26, 2017",39.99,N/A (N/A),"100,000 .. 200,000",00:32 (00:10),Arc System Works,"H2 Interactive Co., Ltd."
1652,Colony Survival,"Jun 16, 2017",19.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Pipliz,Pipliz
1656,Our End of the World,"Nov 2, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"橘子班, 大好网",NVLMaker
1662,Weapon Shop Fantasy,"Mar 27, 2017",6.99,N/A (N/A),"100,000 .. 200,000",00:01 (00:00),Digdog Studio,INDIECN
1688,Grobda Remix,"Nov 15, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"C.U.M原创游戏, 幽兰工房",SakuraGame
1813,Infinitum,"Jan 4, 2017",0.49,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),VGstudio,VGstudio
1826,Arcade Tale,"Mar 31, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NA,NA
1860,Nick,"Dec 1, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Firstborn Games,Firstborn Games
1872,Fluffy,"Jan 13, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Blaiz Entertainment,Blaiz Entertainment
1931,Gump Runner,"Mar 9, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ArteG,Lestyo
2026,Sine Mora EX,"Aug 8, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Digital Reality, Grasshopper Manufacture, Gyroscope Games",HandyGames
2040,Crispy Chicken,"Apr 18, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Axyos Games,Axyos Games
2102,Polterheist,"Feb 22, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),BisquitPlay,BisquitPlay
2139,Bunker 58,"Jun 7, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Acuze Interactives,Acuze Interactives
2193,冒险村传说（Tales of Legends）,"Feb 5, 2017",0.49,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),singi,singi
2319,Sword Art Online: Hollow Realization Deluxe Edition,"Oct 27, 2017",49.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),AQURIA,BANDAI NAMCO Entertainment
2326,We Need To Go Deeper,"Feb 8, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:34 (00:11),Deli Interactive LLC,Deli Interactive LLC
2342,Eternal Hour: Golden Hour,"Nov 27, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Seventh Heart Studios,Sekai Project
2344,KROSMAGA,"Apr 12, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Ankama Studio,Ankama Games
2351,Conjuntalia,"Jul 27, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NEZOS GAMES,NEZOS GAMES
2414,Dark Egypt,"Feb 7, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),GDNomad,Infernal Dream
2486,b,"Jun 26, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),u&i,u&i
2488,Ultimate General: Civil War,"Jul 14, 2017",29.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Game-Labs,Game-Labs
2490,Citadel: Forged with Fire,"Jul 26, 2017",24.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Blue Isle Studios, Virtual Basement LLC",Blue Isle Studios
2492,Niche - a genetics survival game,"Sep 21, 2017",17.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Stray Fawn Studio,Stray Fawn Studio
2494,Syrian Warfare,"Feb 21, 2017",13.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Cats Who Play,Cats Who Play
2507,Russian Car Driver,"Jan 6, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Falcoware,Atriagames
2550,Blaite,"Jan 2, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Dosane Games,Akim Games
2556,Nongünz,"May 19, 2017",6.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Brainwash Gang,Sindiecate Arts
2584,YouTube VR,"Dec 14, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:38 (00:19),Google,Google
2594,Blocks by Google,"Jul 6, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Google,Google
2710,Timen runner,"May 26, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),REX PEX GAMES,REX PEX GAMES
2730,Employee Recycling Center,"May 15, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Idea Cabin,Idea Cabin
2769,Caveblazers,"May 24, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Deadpan Games,The Yogscast
2776,Slash It 2,"Jan 24, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Just1337 Studio,Just1337 Publisher
2782,MONOPOLY PLUS,"Sep 7, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:04 (00:02),Ubisoft Pune,Ubisoft
2787,Estranged: Act II,"Mar 17, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:40 (00:57),Alan Edwardes,Alan Edwardes
2800,CPU Invaders,"Feb 17, 2017",0.99,N/A (N/A),"100,000 .. 200,000",335:40 (111:53),Microblast Games,Microblast Games
2868,Crimson Earth,"Jun 10, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),EHTechnology,EHTechnology
2887,Hide and Seek,"Aug 31, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Llama Software,Llama Software
2913,Running Sausage,"Mar 19, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NA,NA
2918,IKEA VR Pancake Kitchen,"May 29, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),IKEA Communications AB,IKEA Communications AB
2925,Cucumber Blues,"Apr 12, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NA,NA
2937,Blackwater Bayou VR,"Jan 13, 2017",9.99,N/A (N/A),"100,000 .. 200,000",04:33 (01:31),Virtual Rage Studios LLC,Virtual Rage Studios LLC
2957,Armored Gear,"Feb 27, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:30 (00:10),Crystal Box Team,Enjoy Games
3001,Star Merchant,"Mar 7, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),SimProse Studios,SimProse Studios
3052,Survival Driver,"Aug 15, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Tero Lunkka, Mikko Seppälä",Tero Lunkka
3192,Only One Hope,"Jan 22, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NA,Neo Kuriyo
3194,Mad Driver,"Aug 27, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:32 (00:10),NA,NA
3214,The Adventurer - Episode 1: Beginning of the End,"Jul 29, 2017",0.49,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ZemunBRE,ZemunBRE
3248,Casino Noir,"Apr 18, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Paper Pirates,AEY Inc.
3405,Worlds Adrift,"May 24, 2017",N/A,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Bossa Studios,Bossa Studios
3407,Fox Hime,"Nov 2, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),AsicxArt,SakuraGame
3412,THE KING OF FIGHTERS XIV STEAM EDITION,"Jun 15, 2017",59.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"SNK CORPORATION, Abstraction Games",SNK CORPORATION
3416,The First Tree,"Sep 14, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),David Wehle,David Wehle
3424,电竞俱乐部/ESports Club,"Jun 29, 2017",8.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Hangzhou Xinlan Network Technology Co.,Ltd.",菠菜游戏
3428,Rento Fortune - Online Dice Board Game,"Jul 14, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:03 (00:01),LAN - GAMES LTD,LAN - GAMES LTD
3436,CAT Interstellar,"Oct 6, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Ionized Games,Ionized Games
3442,The Norwood Suite,"Oct 2, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Cosmo D,Alliance
3444,The Jackbox Party Pack 4,"Oct 18, 2017",24.99,N/A (N/A),"100,000 .. 200,000",00:53 (00:34),"Jackbox Games, Inc.","Jackbox Games, Inc."
3453,Heroes Evolved,Jan 2017,N/A,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Net Dragon,R2Games
3492,Phantom Soldier,"Mar 29, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Virtual Top,VT Publishing
3608,White Noise 2,"Apr 7, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Milkstone Studios,Milkstone Studios
3610,HELLION,"Feb 24, 2017",24.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Zero Gravity,Zero Gravity
3620,Wild Terra Online,"Dec 18, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Juvty Worlds Ltd.,Juvty Worlds Ltd.
3621,汉匈决战/Han Xiongnu Wars,"Dec 7, 2017",11.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Chongqing Shangshixuan Technology Co., Ltd.,","Chongqing Shangshixuan Technology Co., Ltd.,"
3628,MadOut2 BigCityOnline,"Feb 21, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),MadOut Games,MadOut Games
3640,ANIMALITY,"Jan 2, 2017",1.99,N/A (N/A),"100,000 .. 200,000",11:21 (03:47),ColloseusX,Phat Phrog Studios
3675,Castle Clicker : Building Tycoon,"Oct 2, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:20 (00:13),Autotelic Games LLC,Autotelic Games LLC
3712,War Planet Online: Global Conquest,"Dec 19, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:01 (00:00),Gameloft,Gameloft
3720,Jackpot Poker by PokerStars,"Mar 20, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),PokerStars Mobile Limited,PokerStars Mobile Limited
3732,TAIKU MANSION,"Feb 13, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"ST. TAIKU, KITATUS",KITATUS
3758,Uncompromising Trash,"Feb 11, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:31 (00:10),"oblomysh, EHTechnology","oblomysh, EHTechnology"
3781,Green Cat,"May 26, 2017",2.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Anatoliy Loginovskikh,Atriagames
3795,FBI MANIA,"Jan 31, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Arctic Bird Studio,Arctic Bird Studio
3881,Party Panic,"Aug 7, 2017",16.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Everglow Interactive Inc.,Everglow Interactive Inc.
3883,Mr. Shifty,"Apr 13, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Team Shifty,tinyBuild
3947,Incline,"Oct 9, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Homewreckers Studio,Homewreckers Studio
4039,Nash Racing,"Aug 2, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Tero Lunkka,Tero Lunkka
4082,Way of Hero,"Jan 16, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Falcoware,Dark Light Studio
4180,Project of the Developer,"Apr 28, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),AL-GAME,AL-GAME
4247,WILL: A Wonderful World / WILL：美好世界,"Jun 6, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),WMY Studio,"WMY Studio, AGM PLAYISM"
4249,Dead Realm,"May 23, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Section Studios,3BLACKDOT
4253,Clone Drone in the Danger Zone,"Mar 16, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Doborog Games,Doborog Games
4255,Kindergarten,"Jun 15, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Con Man Games, SmashGames",SmashGames
4307,POBEDA,"May 9, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:31 (00:10),"RCG, MyST",RCG
4338,Jump Like A Pirate,"Feb 7, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Pirate Games,Enjoy Games
4405,Amber Tail Adventure,"Apr 5, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),AmberTail,AmberTail
4481,Cinderella Phenomenon - Otome/Visual Novel,"Apr 5, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Dicesuki,Dicesuki
4483,Space Pirate Trainer,"Oct 12, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),I-Illusions,I-Illusions
4495,Nine Parchments,"Dec 5, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Frozenbyte,Frozenbyte
4497,The Monster Inside,"Aug 1, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Random Seed Games,Random Seed Games
4500,Batman: Arkham VR,"Apr 25, 2017",19.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Rocksteady Studios,Warner Bros. Interactive Entertainment
4517,High Profits,"Jan 12, 2017",N/A,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Double Coconut,Double Coconut
4538,"BLOCK WARRIORS: ""Open World"" Game","Sep 6, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Voltornas Games,Voltornas Games
4542,Blocksworld,"Sep 25, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Linden Lab,Linden Lab
4544,Star Wars: Droid Repair Bay,"Dec 6, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ILMxLAB,"Disney Platform Distribution, Inc."
4546,The Pirate: Plague of the Dead,"Oct 13, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Home Net Games,Home Net Games
4627,Moccasin,"Feb 21, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),YarGri,YarGri
4629,Intelligent Design: An Evolutionary Sandbox,"May 12, 2017",6.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Pill Bug Interactive,Pill Bug Interactive
4677,NEO-NOW!,"Aug 24, 2017",0.49,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ma_mutte,NedoStudio
4727,Train Sim World,"Mar 16, 2017",29.99,N/A (N/A),"100,000 .. 200,000",00:13 (00:06),Dovetail Games,Dovetail Games - TSW
4729,关于我被小学女生绑架这件事,"Jun 1, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),猫薄荷制作组,猫薄荷制作组
4736,Elise the Devil,"Nov 1, 2017",1.99,N/A (N/A),"100,000 .. 200,000",01:25 (00:56),Dieselmine,Paradise Project
4738,Crystal City,"Jun 9, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:05 (00:01),7DOTS,Dagestan Technology
4748,Rusted Warfare - RTS,"Jul 14, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Corroding Games,Corroding Games
4755,Killing Time,"Sep 20, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ONEONE1,Paradise Project
4764,The Ultimatest Battle,"Sep 12, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Ediogames,Ediogames
4800,The Red Stare,"Jul 31, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:29 (00:19),Play:D,"Play:D, NHTV Breda University of Applied Sciences"
4804,Numberline,"Feb 2, 2017",3.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"V34D4R, Egor Magurin",Indovers Studio
4889,Steam 360 Video Player,"May 10, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Valve,NA
4928,Yeti Adventure,"Mar 8, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NA,NA
4958,Mission: Escape from Island,"Jul 5, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Falcoware,Atriagames
4964,Finnish Roller,"Jan 31, 2017",0.49,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Tero Lunkka,Tero Lunkka
5002,Call to 10,"Jan 16, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Peace,Peace
5034,Spider-Man: Homecoming - Virtual Reality Experience,"Jun 30, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),CreateVR,Sony Pictures Virtual Reality
5038,Mutiny!!,"Oct 20, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Lupiesoft,"Lupiesoft, MangaGamer"
5079,Escape: VR,"Apr 12, 2017",0.5,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),JapanCo,Bitlock Studio
5091,PippiStory,"Mar 23, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Tatyana Murzina,Tatyana Murzina
5226,Evil,"Mar 17, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NedoStudio,NedoStudio
5355,Throne of Lies The Online Game of Deceit,"Sep 29, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Imperium42® Game Studio, Dylan Hunt, ""Xblade"", Elsa Hunt, ""FieryElsa"", Adityaraj Rukhane, ""Adiart"", ""Ellie""",Imperium42® Game Studio
5357,Airport CEO,"Sep 28, 2017",15.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Apoapsis Studios,Apoapsis Studios
5362,Face It - A game to fight inner demons,"Jun 9, 2017",0.51,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Tlön Studios, Ilex Games",Gamestorming
5368,Disc Jam,"Mar 7, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),High Horse Entertainment,High Horse Entertainment
5413,D&D Lords of Waterdeep,"Sep 1, 2017",14.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Playdek, Inc.","Playdek, Inc."
5423,Flame of Memory,"Dec 8, 2017",1.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Kacper Stasiełuk,Kacper Stasiełuk
5561,Magic Box,"Jan 19, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Indie Games Studio,Indie Games Studio
5720,Tree of Life,"Aug 17, 2017",7.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),oddonegames,oddonegames
5728,The Wild Eight,"Feb 8, 2017",19.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),HypeTrain Digital,HypeTrain Digital
5736,Zup! 4,"Feb 20, 2017",0.59,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Quiet River,Quiet River
5741,Zup! Zero,"Apr 6, 2017",0.59,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Quiet River,Quiet River
5752,Zup! 7,"Dec 12, 2017",0.59,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Quiet River,Quiet River
5755,Fragmented,"Aug 15, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Above and Beyond Technologies,Above and Beyond Technologies
5797,Pixel Painter,"Jun 19, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Dio Alias Games,Dio Alias Games
5813,Star Trek Timelines,"Jul 12, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Disruptor Beam Inc.,Disruptor Beam Inc.
5817,Impulse of War,"Feb 24, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Dmitry Medvedev,Dmitry Medvedev
5850,Mini Guns - Omega Wars,"Nov 2, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Riposte Games & Co, Inc","Riposte Games & Co, Inc"
5860,Jack's Gang,"Apr 12, 2017",2.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),André Bertaglia,André Bertaglia
5862,NOKBAK,"Aug 29, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),BYU Animation - Class of 2017,Brigham Young University
5881,Frisky Business,"Mar 24, 2017",4.99,N/A (N/A),"100,000 .. 200,000",00:31 (00:10),K Bros Games,K Bros Games
5885,Life Beetle,"Apr 18, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Grizlikyt,Dagestan Technology
5893,Atom Universe,"Dec 25, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Atom Republic,Atom Republic
5897,Hotel Anatolia,"Mar 20, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Elven Workshop,Elven Workshop
5998,Linked,"Feb 20, 2017",2.99,N/A (N/A),"100,000 .. 200,000",00:19 (00:06),ThinkOfGames,ThinkOfGames
6030,Mouse in Lab,"Feb 1, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NA,NA
6161,Orbt XL,"Apr 21, 2017",0.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Nickervision Studios,Nickervision Studios
6165,Passpartout: The Starving Artist,"Jun 6, 2017",9.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Flamebait Games,Flamebait Games
6170,Songs for a Hero - A Lenda do Herói,"Apr 24, 2017",15.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Dumativa Creative Studio, Castro Brothers","Dumativa Creative Studio, Castro Brothers"
6184,Warbands: Bushido,"Sep 15, 2017",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Red Unit Studios,Red Unit Studios
